order_id,customer_id,order_date,order_amount,order_status,shipping_adress,payment_id,payment_date,payment_amount,payment_method,payment_status,payment_summary
f07e099a-2086-4e08-9460-84133dcd8a16,7427,4/27/2025,221.800003051758,shipped,"6889 Robert Cliff, Ryanfurt, WY 83372",NULL,NULL,NULL,NULL,NULL,No Payment Record
d723c4b4-3977-491f-b033-e65dd893a9ca,7609,4/26/2025,55.0499992370605,shipped,"USNS Patterson, FPO AA 53353",NULL,NULL,NULL,NULL,NULL,No Payment Record
c8368aab-c85c-4fac-be93-b018e81eab9a,7099,4/26/2025,75.3600006103516,shipped,"392 Ramirez Point, South Kevin, GU 52998",1acd9f2f-d1e0-4d9e-9f1d-c6c2059e5d38,3/7/2020,364.600006103516,credit card,completed,Fully Paid
8e12ba6d-f318-481f-b1d3-a298d0efcb16,1418,4/26/2025,301.540008544922,pending,"696 Mendoza Locks, East Maryfurt, OH 24197",2471f067-1890-4980-960d-03db234316d4,10/20/2020,152.580001831055,bank transfer,failed,Payment Failed
78aa77c2-c1de-4303-8a3a-79da4dcd9df3,5855,4/26/2025,357.040008544922,delivered,"5371 Brewer Grove Suite 196, Stephensmouth, NM 72649",7a77f66b-b5f0-4a2a-b6e0-b9374c4f3df4,9/19/2020,207.550003051758,paypal,completed,Partially Paid
78aa77c2-c1de-4303-8a3a-79da4dcd9df3,5855,4/26/2025,357.040008544922,delivered,"5371 Brewer Grove Suite 196, Stephensmouth, NM 72649",772ca365-8a70-4d8f-858f-b45a3ccee2d5,6/11/2024,31.7399997711182,bank transfer,completed,Partially Paid
359538b7-88d5-4158-b090-1dfbbc9b5ad0,2031,4/26/2025,384.589996337891,delivered,"00822 Bell Extensions, Michelleland, HI 76497",NULL,NULL,NULL,NULL,NULL,No Payment Record
2d6f225c-0b61-47a2-a962-ab9c05407c0d,1879,4/26/2025,170.490005493164,shipped,"657 Jennifer Meadows Suite 408, Brandonville, WA 53096",NULL,NULL,NULL,NULL,NULL,No Payment Record
f5afbdbf-6d14-47e7-ae8c-96cffdfba1b2,8501,4/26/2025,62.4199981689453,pending,"56775 Ford Mountain, Hernandezfurt, MT 03709",e75a9f71-8f2a-475d-8206-0ad15d848ee1,1/17/2022,425.510009765625,credit card,completed,Fully Paid
f5afbdbf-6d14-47e7-ae8c-96cffdfba1b2,8501,4/26/2025,62.4199981689453,pending,"56775 Ford Mountain, Hernandezfurt, MT 03709",aaaf8d1f-bd94-40d0-b085-cfceb40972ca,1/31/2023,218.789993286133,paypal,failed,Payment Failed
f67df012-116a-4897-9589-d1e6d86991b6,9619,4/25/2025,65.6900024414063,shipped,"79907 Ingram Well Suite 257, Port Courtneyfurt, MH 91039",97a188b8-e81f-4a2e-a2d5-3bb0248ba883,3/1/2025,194.559997558594,bank transfer,pending,Payment Pending
231ee8bd-5ac4-4968-843d-089596c235a3,2971,4/25/2025,375.040008544922,shipped,"847 Barton Harbors, East Brenda, LA 50257",NULL,NULL,NULL,NULL,NULL,No Payment Record
3c317ca1-a885-466c-b6d0-3463c78a7f9d,7752,4/25/2025,157.990005493164,pending,"949 Veronica Bridge Suite 501, West Christopher, WA 08181",NULL,NULL,NULL,NULL,NULL,No Payment Record
11d6686f-1086-401a-b645-42a7bebc813e,5832,4/25/2025,137.080001831055,pending,"730 Mark Fork Apt. 019, West David, PR 69557",NULL,NULL,NULL,NULL,NULL,No Payment Record
42196db3-f68a-4457-8e2b-303677c2c69e,9109,4/25/2025,210.479995727539,pending,"7422 Christopher Lights Suite 630, West Alexanderberg, ID 55338",503934e5-b1e6-4e6a-99ad-b472be7a1ebb,3/1/2021,474.859985351563,bank transfer,pending,Payment Pending
54311fea-4c58-46e6-9aee-8f78aac70fc5,3058,4/25/2025,427.890014648438,pending,"506 Daniel Keys Suite 285, East Holly, IL 11443",d2f6f11b-ed53-4a1b-ac3b-0c03b969e4d8,2/14/2022,91.2799987792969,bank transfer,pending,Payment Pending
a9593922-a735-4724-a045-961249976263,5901,4/25/2025,473.690002441406,pending,"92791 Johnson Oval, Nicholasborough, FL 33370",NULL,NULL,NULL,NULL,NULL,No Payment Record
c63b22e8-a8c7-4efa-be57-263eefca1cb3,5281,4/25/2025,428.940002441406,pending,"54013 Samantha Forge, Brettchester, TN 24820",60599072-0295-407d-8545-30bb19e87354,4/27/2025,141.660003662109,bank transfer,completed,Partially Paid
d5efe1f1-c1e7-402f-a200-7632773fb9a2,7058,4/25/2025,388.130004882813,pending,"253 Ruiz Parkways Apt. 847, Julieshire, IA 95112",7727aeb9-8bcd-4233-871e-4e4f2a855fa5,11/8/2024,327.709991455078,credit card,failed,Payment Failed
d5efe1f1-c1e7-402f-a200-7632773fb9a2,7058,4/25/2025,388.130004882813,pending,"253 Ruiz Parkways Apt. 847, Julieshire, IA 95112",10ac36bd-ebab-41a7-afc2-d6082c0a3f89,1/26/2023,107.040000915527,credit card,completed,Partially Paid
e066bb3a-e326-46d2-9a75-4bc2041d216c,2365,4/25/2025,206.630004882813,pending,"231 Evan Drives, North Andrew, TN 71551",NULL,NULL,NULL,NULL,NULL,No Payment Record
e11d248b-69fe-4c3c-b502-91fbb33a9b7c,8130,4/25/2025,407.279998779297,delivered,"5698 Michael Road, North Melissa, TN 61816",9d6b4891-c43b-4e14-a4d7-0c3160e9e86d,8/10/2021,192.869995117188,paypal,failed,Payment Failed
a0049045-9f01-45f8-a420-1bf92032d6bb,5115,4/24/2025,405.549987792969,pending,"525 Jose Ports, North Amymouth, CT 20551",5c242b55-0539-4ac8-927c-63485061e57d,1/9/2024,245.869995117188,paypal,completed,Partially Paid
a0049045-9f01-45f8-a420-1bf92032d6bb,5115,4/24/2025,405.549987792969,pending,"525 Jose Ports, North Amymouth, CT 20551",dc7e0c8c-3c08-48b4-a186-4fc83d497b62,12/19/2023,323.480010986328,credit card,pending,Payment Pending
a0049045-9f01-45f8-a420-1bf92032d6bb,5115,4/24/2025,405.549987792969,pending,"525 Jose Ports, North Amymouth, CT 20551",98a2062f-7f01-464a-bdce-fb962a867449,4/27/2022,184.550003051758,paypal,completed,Partially Paid
74befeb3-dc35-4bc3-b68d-8e9bd62438d6,6974,4/24/2025,446.970001220703,delivered,"136 Jessica Pines, Yangport, UT 75720",1fcf1725-633c-41f9-8188-51708e9c6b4c,6/11/2023,258.380004882813,paypal,failed,Payment Failed
6d18e28a-57ea-4e8a-a49c-00493b326d6f,9566,4/24/2025,60.4900016784668,delivered,"USS Cochran, FPO AE 91617",bb3d04f7-4178-4571-85de-044f038c62e8,10/11/2024,287.829986572266,credit card,completed,Fully Paid
5c8f6f56-7ebc-4196-961e-67900cbefeb0,5055,4/24/2025,155.880004882813,shipped,"5593 Graham Crossing, Sharonborough, MH 62527",NULL,NULL,NULL,NULL,NULL,No Payment Record
60018a72-f242-48ad-9af3-900fc47f32a1,2765,4/24/2025,19.1700000762939,shipped,"0932 Jones Lakes Apt. 209, Lake Michaelburgh, KS 31660",NULL,NULL,NULL,NULL,NULL,No Payment Record
614ccbbe-6e92-4769-b696-12723ed21465,5079,4/24/2025,494.869995117188,shipped,"746 Glenn Shoals Apt. 900, West Christopher, MA 15322",4732d589-d104-4856-8914-8f1af9aa6812,4/14/2021,245.259994506836,paypal,pending,Payment Pending
63020338-94fc-4645-a02f-96deea8e21ba,4275,4/24/2025,351.970001220703,pending,"9020 Jesus Inlet Suite 842, Jacksontown, MO 86822",NULL,NULL,NULL,NULL,NULL,No Payment Record
69fa3809-5ce9-4606-bc5c-3f4fdc996b5a,1262,4/24/2025,115.629997253418,delivered,"0832 Amy Plaza Apt. 508, Lake Kenneth, WI 06692",fdbed4e9-8c6f-4263-b0d8-09a80af500ea,9/21/2020,471.850006103516,credit card,failed,Payment Failed
6bc9993f-bf40-4d97-9e38-937654eca715,2744,4/23/2025,350.790008544922,pending,"29986 Jackson Orchard Apt. 509, Clarkview, VA 48442",5d4a9ec4-dcaf-4327-b197-5c6928ee2a1a,5/20/2020,109.559997558594,bank transfer,pending,Payment Pending
6bc9993f-bf40-4d97-9e38-937654eca715,2744,4/23/2025,350.790008544922,pending,"29986 Jackson Orchard Apt. 509, Clarkview, VA 48442",c500d67f-c4b7-4046-9e04-f7965cd91472,10/10/2022,402.350006103516,paypal,completed,Fully Paid
6bc9993f-bf40-4d97-9e38-937654eca715,2744,4/23/2025,350.790008544922,pending,"29986 Jackson Orchard Apt. 509, Clarkview, VA 48442",8068bb67-0780-45c6-8229-3922b0a51bb2,11/28/2020,191.270004272461,credit card,failed,Payment Failed
44f7f959-c695-4fd7-92f9-102942e63127,1653,4/23/2025,180.179992675781,pending,"76018 Jacob Knolls Suite 981, Carlsonbury, SD 48489",a0b05d87-eb57-461e-bdd4-1d2bc39b8770,12/22/2021,472.940002441406,credit card,failed,Payment Failed
14dac16d-c277-44e3-8b0f-9d571f5f8b21,8123,4/23/2025,14.2700004577637,delivered,"34603 Sanchez Haven Apt. 876, New Amandamouth, IA 30323",da8febf1-9615-49dd-970c-958e8093d7f6,7/12/2021,230.630004882813,bank transfer,pending,Payment Pending
14dac16d-c277-44e3-8b0f-9d571f5f8b21,8123,4/23/2025,14.2700004577637,delivered,"34603 Sanchez Haven Apt. 876, New Amandamouth, IA 30323",7203b232-4383-4b4b-ad8b-5f6b66986960,11/7/2022,169.25,bank transfer,failed,Payment Failed
14dac16d-c277-44e3-8b0f-9d571f5f8b21,8123,4/23/2025,14.2700004577637,delivered,"34603 Sanchez Haven Apt. 876, New Amandamouth, IA 30323",4d95d72d-6b8f-4093-9e79-868d964715c3,12/5/2024,176.820007324219,bank transfer,completed,Fully Paid
1ec72f1b-2912-4b74-8b1d-cfb273c16eff,1953,4/23/2025,261.640014648438,shipped,"702 Mary Views, Port Rebecca, NY 76956",NULL,NULL,NULL,NULL,NULL,No Payment Record
8872f2ca-683e-46dd-b00f-93488d9ed4ff,2253,4/23/2025,459.480010986328,delivered,"76352 Rodriguez Run Apt. 228, Mendozaville, AR 52517",NULL,NULL,NULL,NULL,NULL,No Payment Record
7db542a0-f9f6-4632-b0f5-3a54e683970e,9177,4/23/2025,259.200012207031,delivered,"8337 Timothy Place Suite 382, Shelbyport, SD 75619",06391ecb-b243-443a-bc83-fc7884223de1,6/11/2024,363.369995117188,paypal,pending,Payment Pending
7db542a0-f9f6-4632-b0f5-3a54e683970e,9177,4/23/2025,259.200012207031,delivered,"8337 Timothy Place Suite 382, Shelbyport, SD 75619",19733f1b-838c-4fd3-bbdb-497079a2a67a,1/30/2024,337.790008544922,bank transfer,failed,Payment Failed
7db542a0-f9f6-4632-b0f5-3a54e683970e,9177,4/23/2025,259.200012207031,delivered,"8337 Timothy Place Suite 382, Shelbyport, SD 75619",df60968e-bab5-4d8d-a78b-d6a702673a73,4/15/2020,299.299987792969,credit card,completed,Fully Paid
9ee37e30-2367-49d7-b1f6-cd0ded1171b1,4943,4/22/2025,285.940002441406,shipped,"7973 Martinez Keys, Ashleyton, NC 93938",NULL,NULL,NULL,NULL,NULL,No Payment Record
089b8b7f-05da-4ede-b04a-a7af025667f3,3532,4/22/2025,463.619995117188,shipped,"40049 Sarah Isle Suite 788, Smallberg, PR 66589",b8ea86ad-0001-439c-b69f-b85b5838291e,3/24/2024,274.059997558594,paypal,completed,Partially Paid
37b71311-3576-4bd4-b8c3-4e048c12f5f9,6085,4/22/2025,120.069999694824,shipped,"737 Guerra Cliff, Chambersberg, SC 40193",3eab1e9e-ee3d-4773-bf64-4a429e785509,12/10/2020,476.670013427734,credit card,pending,Payment Pending
37b71311-3576-4bd4-b8c3-4e048c12f5f9,6085,4/22/2025,120.069999694824,shipped,"737 Guerra Cliff, Chambersberg, SC 40193",bb92c771-c394-4cc1-812d-5f29c58b874e,11/22/2022,230.610000610352,credit card,completed,Fully Paid
37b71311-3576-4bd4-b8c3-4e048c12f5f9,6085,4/22/2025,120.069999694824,shipped,"737 Guerra Cliff, Chambersberg, SC 40193",766b2f24-12a1-4aa9-b4a4-3dfac6b5e8f3,1/20/2024,158.110000610352,bank transfer,completed,Fully Paid
4dbe9d13-a570-4b16-adf7-0b8e20243c83,5015,4/22/2025,227.529998779297,delivered,"87594 Booker Land Apt. 313, Yangbury, NY 13238",NULL,NULL,NULL,NULL,NULL,No Payment Record
6a6e5b3c-7d02-4630-9520-a7ac073d1656,1750,4/22/2025,495.559997558594,shipped,"71696 Butler Knoll Suite 392, Andrewborough, KY 64325",7fee2997-99ff-4d40-aa34-c5c4d9313691,3/21/2025,322.399993896484,bank transfer,failed,Payment Failed
7504e385-dec0-4e60-a21b-725667639d46,5122,4/22/2025,318.269989013672,pending,"51669 Edwards Ridge, Port Christopher, CT 91071",749c21ca-f026-4765-b01a-d463fd3c5934,1/26/2024,91.5800018310547,credit card,pending,Payment Pending
7504e385-dec0-4e60-a21b-725667639d46,5122,4/22/2025,318.269989013672,pending,"51669 Edwards Ridge, Port Christopher, CT 91071",75778b6f-4e65-4583-86ae-01a4f6de1a05,11/29/2022,438.769989013672,paypal,failed,Payment Failed
71553641-c6a3-4301-ba75-36c4d49d0e3e,9944,4/21/2025,83.3099975585938,shipped,"4002 Anne Bridge, North Barry, OK 69502",105ec92c-54a8-4f7f-91fd-51032e14de8c,11/11/2023,145.240005493164,credit card,completed,Fully Paid
4c229ffa-b800-477f-b59a-0b93dbfcbb19,1296,4/21/2025,280.720001220703,shipped,"8531 Guzman Roads Suite 460, Beckermouth, KS 65960",NULL,NULL,NULL,NULL,NULL,No Payment Record
56d1e3ec-0653-44ca-80e7-bf4007561387,1494,4/21/2025,136.339996337891,pending,"0475 Steven Port Apt. 572, Annfurt, AZ 69472",NULL,NULL,NULL,NULL,NULL,No Payment Record
3caa8204-c75c-4cb1-8f7c-5bf2710c966e,3282,4/21/2025,260.529998779297,shipped,"054 Nelson Estate, Rogersburgh, MD 69230",b3c724cd-cc49-456e-9cce-21b2d618f87e,9/28/2020,279.730010986328,credit card,pending,Payment Pending
3caa8204-c75c-4cb1-8f7c-5bf2710c966e,3282,4/21/2025,260.529998779297,shipped,"054 Nelson Estate, Rogersburgh, MD 69230",0e9f8096-fadd-46cb-b7ea-281f35466c34,3/17/2020,129.289993286133,paypal,pending,Payment Pending
310e2285-390f-40f4-b575-fd299896bf5d,4095,4/21/2025,196.320007324219,shipped,"541 Sheri Turnpike, Jenniferville, WA 11036",NULL,NULL,NULL,NULL,NULL,No Payment Record
b6f1aec3-f848-4b4d-be64-b2983e80dc43,2411,4/21/2025,164.339996337891,pending,"8696 Durham Shore, Rebeccaborough, WV 41330",NULL,NULL,NULL,NULL,NULL,No Payment Record
de87fd3d-50e0-443e-9585-b7ca02264120,9946,4/21/2025,327.980010986328,shipped,"9159 Lisa Prairie Apt. 520, Williamstown, VA 53868",NULL,NULL,NULL,NULL,NULL,No Payment Record
ea51c92c-83f1-40a9-9a61-895132a9cd4c,9868,4/21/2025,457.359985351563,shipped,"86322 Susan Orchard Apt. 507, Stevenside, AL 35487",NULL,NULL,NULL,NULL,NULL,No Payment Record
e79a474a-110a-4a98-8722-78db8c01e005,3193,4/21/2025,476.179992675781,shipped,"626 Clark Fields Apt. 659, East Jennifer, ND 15070",NULL,NULL,NULL,NULL,NULL,No Payment Record
ddcb62d1-790d-446d-aa41-306b3b2b15b3,5071,4/20/2025,48.060001373291,shipped,"19043 Johnson Island, Duncanview, WV 31641",94f528fb-b0b0-4464-8545-370aee778bf9,4/22/2025,408.850006103516,paypal,pending,Payment Pending
ddcb62d1-790d-446d-aa41-306b3b2b15b3,5071,4/20/2025,48.060001373291,shipped,"19043 Johnson Island, Duncanview, WV 31641",2f3dc42f-6148-4c59-8041-db83fcb56e65,9/1/2021,346.350006103516,paypal,failed,Payment Failed
ddcb62d1-790d-446d-aa41-306b3b2b15b3,5071,4/20/2025,48.060001373291,shipped,"19043 Johnson Island, Duncanview, WV 31641",32f1c7cd-3d3c-4fa0-b234-e9c7137c9355,7/6/2020,450.640014648438,credit card,failed,Payment Failed
7f55a5b2-4f2c-4667-a566-1acb6446ba61,3865,4/20/2025,270.690002441406,pending,"759 Joseph Stravenue Suite 714, Jamesport, IN 33742",aa81ce03-04af-4d0b-ac8d-7825717abd87,10/28/2024,79.6900024414063,paypal,completed,Partially Paid
7f55a5b2-4f2c-4667-a566-1acb6446ba61,3865,4/20/2025,270.690002441406,pending,"759 Joseph Stravenue Suite 714, Jamesport, IN 33742",01a45abd-c171-4398-b1b7-406f0c97832b,10/18/2024,211.399993896484,credit card,pending,Payment Pending
7ad86222-96b4-48f8-b7ec-cbb78fffb7e5,4366,4/20/2025,192.75,delivered,"1381 Palmer Pine, Porterfort, NH 10154",NULL,NULL,NULL,NULL,NULL,No Payment Record
8a2d08f1-9625-4844-9fed-96adcfb9d68b,9986,4/20/2025,483.779998779297,pending,"1336 Jeffrey Spur Apt. 155, Howefurt, IL 01642",098b3309-020b-458e-8fb5-ffba1b63635c,7/27/2022,44.3499984741211,paypal,failed,Payment Failed
93350ae1-0242-4f28-8138-5c5965552cef,7010,4/20/2025,275.600006103516,shipped,"032 Holloway Overpass, West Brittneyhaven, CA 80813",NULL,NULL,NULL,NULL,NULL,No Payment Record
3bd5afd9-624a-4cef-a4cb-ecdcbbb6aec5,5644,4/20/2025,115.629997253418,delivered,"953 Cooper Rapid Suite 592, West Jenniferstad, FM 42856",NULL,NULL,NULL,NULL,NULL,No Payment Record
39e0182b-fbff-49d9-9b2f-61881974493e,8107,4/20/2025,16.0599994659424,shipped,"864 Chelsea Ramp Suite 251, Campbellburgh, AR 38665",NULL,NULL,NULL,NULL,NULL,No Payment Record
376f8cd9-50d7-4852-84e6-a27bc493f0a5,9537,4/19/2025,468.410003662109,shipped,"91766 Philip Village Suite 012, Lake Todd, SC 71095",87166399-f82f-4b0e-a5d3-cc40c944269a,11/8/2023,284.790008544922,credit card,failed,Payment Failed
3280a59c-fee0-490e-b469-03967a6e20fd,7943,4/19/2025,479.309997558594,shipped,"308 Joshua Creek, South Justinchester, KS 76605",0b3389ca-58a2-4e1c-8418-911a97b88b6a,12/8/2021,95.1800003051758,paypal,completed,Partially Paid
2d31759b-c80d-4bcb-98ae-b2eacb2e776c,5453,4/19/2025,419.5,delivered,"29182 Rodriguez Crescent Suite 125, Anneport, TN 52612",0ca85a3a-e332-4678-89dc-d9e6ac00b324,12/2/2023,220.949996948242,bank transfer,pending,Payment Pending
2d31759b-c80d-4bcb-98ae-b2eacb2e776c,5453,4/19/2025,419.5,delivered,"29182 Rodriguez Crescent Suite 125, Anneport, TN 52612",9bc6beae-bfea-48b6-90a7-b18597f9ef3a,5/4/2023,53.2099990844727,paypal,failed,Payment Failed
1dbb04f2-6715-4192-a333-7d9b2c4ca2f2,9119,4/19/2025,401.910003662109,delivered,"Unit 0597 Box 4689, DPO AP 30342",NULL,NULL,NULL,NULL,NULL,No Payment Record
4127bc7d-a1c7-47a4-8f32-d212c665abd6,5148,4/19/2025,307.230010986328,pending,"91864 Scott Island Apt. 761, Murphyside, VA 98553",NULL,NULL,NULL,NULL,NULL,No Payment Record
6c4f6154-c5bf-4f9e-85d4-03a30d3ffe0e,8021,4/19/2025,395.839996337891,shipped,"85160 Daniel Circles Apt. 442, New Sandra, ME 43947",65695266-2739-4bad-afe5-3feef05bce32,11/9/2023,23.1499996185303,credit card,pending,Payment Pending
71b28316-7b2a-46c0-a9ac-41ced95ea6b2,5751,4/19/2025,151.830001831055,shipped,"8679 David Well Apt. 278, Gonzalezport, ND 58323",NULL,NULL,NULL,NULL,NULL,No Payment Record
943df5a4-5df8-4bfa-a9de-e8be8b60a845,9886,4/19/2025,491.5,delivered,"9033 Hill Divide, Bryanberg, LA 06545",NULL,NULL,NULL,NULL,NULL,No Payment Record
83cc86a5-9345-4f47-ba95-17a1c2566e20,6816,4/19/2025,435.359985351563,shipped,"2129 Walter Freeway Suite 670, Sullivanview, RI 85100",NULL,NULL,NULL,NULL,NULL,No Payment Record
84dd5a6b-349d-4747-9d71-82008303ab65,2766,4/19/2025,242.050003051758,pending,"78146 Wright Island, Port Kim, OR 68210",NULL,NULL,NULL,NULL,NULL,No Payment Record
dee69650-c711-4768-8b81-5651824472b8,3216,4/19/2025,334.619995117188,shipped,"213 Lynch Extension, Lake Katie, DE 01616",64ef00ac-fb23-4323-a14f-65f5b48853e7,9/30/2021,490.329986572266,paypal,failed,Payment Failed
dee69650-c711-4768-8b81-5651824472b8,3216,4/19/2025,334.619995117188,shipped,"213 Lynch Extension, Lake Katie, DE 01616",47ecb0e5-c99b-4f7b-99b3-f1fc09c3b3e3,7/10/2023,353.869995117188,bank transfer,pending,Payment Pending
eb41741c-b3cb-4f3f-b673-bc43d5cc7e0b,3869,4/19/2025,316.739990234375,pending,"4819 Samuel Views, West Lisaton, MN 52855",21368fdb-bc60-4008-b1a9-6a3ca3a9e685,12/3/2020,430.660003662109,bank transfer,pending,Payment Pending
eb41741c-b3cb-4f3f-b673-bc43d5cc7e0b,3869,4/19/2025,316.739990234375,pending,"4819 Samuel Views, West Lisaton, MN 52855",8740b63e-f753-47eb-a68a-8e5bdb8bb092,11/10/2022,478.140014648438,bank transfer,pending,Payment Pending
cacd0a1b-5b9d-4525-8e0c-a7b10671b650,7465,4/19/2025,28.9200000762939,pending,"94047 James Neck, South Chadchester, NC 39114",a3668bd2-87ac-439f-8e76-b42cbdf98132,7/24/2023,356.609985351563,credit card,failed,Payment Failed
bfb0d41b-b2a9-47cc-b9c0-7d2df03e71ca,2501,4/19/2025,24.6800003051758,pending,"796 Gray Rapids, Bryanland, VI 59751",NULL,NULL,NULL,NULL,NULL,No Payment Record
f2bd1f28-d310-4272-a4a5-4eba8d294cf2,1725,4/19/2025,285.980010986328,delivered,"730 Cox Rapid Suite 778, West Donna, MN 95685",1229213e-bcea-4b5b-b2e7-a26ec5663e8e,12/17/2021,446.570007324219,paypal,failed,Payment Failed
b7a23a8b-8fd5-4ffb-b772-025d2caebc6f,6101,4/18/2025,447.320007324219,delivered,"USNV Lang, FPO AA 72666",86a1fe30-50c8-4caf-bc53-f5fbed3881be,1/10/2021,138.020004272461,bank transfer,failed,Payment Failed
b7a23a8b-8fd5-4ffb-b772-025d2caebc6f,6101,4/18/2025,447.320007324219,delivered,"USNV Lang, FPO AA 72666",59c38e9a-96c3-471c-a7a1-dca2ea18a7e1,10/13/2024,356.160003662109,bank transfer,completed,Partially Paid
b7a23a8b-8fd5-4ffb-b772-025d2caebc6f,6101,4/18/2025,447.320007324219,delivered,"USNV Lang, FPO AA 72666",924832be-c22d-439f-811f-667037eea01a,3/25/2020,216.429992675781,credit card,failed,Payment Failed
c997f665-cc8b-487e-ae53-0f44dabbf443,7984,4/18/2025,208.080001831055,pending,"298 Monica Brooks Apt. 794, Anthonyton, AL 08995",c2820997-332e-4969-9de5-6f5b094e369a,12/31/2022,453.010009765625,credit card,failed,Payment Failed
ed181305-75f2-4acd-8cbd-2d26b59f636a,8671,4/18/2025,482.130004882813,shipped,"4727 Kristin Mountain, Meyerborough, AS 99249",360703c9-d84f-4c5e-8c87-5e91ed9e7ad9,4/12/2020,278.190002441406,paypal,completed,Partially Paid
83fa7a28-d072-409b-b1ff-0baa2eaf1c40,2661,4/18/2025,331.380004882813,pending,"903 Ryan Loop, Peterhaven, AL 20162",5fe700ed-84db-4b81-8b38-32b119cec080,1/17/2022,309.480010986328,paypal,completed,Partially Paid
83fa7a28-d072-409b-b1ff-0baa2eaf1c40,2661,4/18/2025,331.380004882813,pending,"903 Ryan Loop, Peterhaven, AL 20162",3b52086e-f220-4060-a198-85b73a07b280,3/2/2023,445.429992675781,credit card,completed,Fully Paid
88acfe6f-3bdc-467f-b300-23a69105fb16,5162,4/18/2025,417.709991455078,pending,"62191 Price Village Suite 800, Meredithbury, TN 16872",6f49c174-c618-4294-ab92-f45aa3a6bd37,9/18/2024,438.290008544922,paypal,failed,Payment Failed
48ce21b7-7df1-4e97-990b-2b08552c14f0,7957,4/18/2025,339.940002441406,delivered,"587 Bruce Ford, New Sueside, TX 25687",7e56158d-bb8a-43c2-8c7d-017e0ae2a1a6,11/4/2024,351.869995117188,credit card,pending,Payment Pending
366a4680-49ad-4cf9-861e-64419fa9410b,2270,4/18/2025,59.3699989318848,pending,"899 Pittman Ville, New Patty, CO 65522",NULL,NULL,NULL,NULL,NULL,No Payment Record
3aa6bfd9-3670-4296-9908-cdcdc7609e6b,1174,4/17/2025,105.959999084473,pending,"19688 Lee Ramp, East Jodyhaven, HI 88788",c724a8df-fe66-4043-9181-15f3aaf99ff1,4/16/2022,385.429992675781,paypal,pending,Payment Pending
3aa6bfd9-3670-4296-9908-cdcdc7609e6b,1174,4/17/2025,105.959999084473,pending,"19688 Lee Ramp, East Jodyhaven, HI 88788",439d7f91-3909-433e-bbda-0b81de8403c0,9/29/2020,491.929992675781,credit card,failed,Payment Failed
34b1f55c-a9bc-4cb6-a25b-91ef772c1b42,1255,4/17/2025,348.600006103516,shipped,"USS Smith, FPO AE 68540",NULL,NULL,NULL,NULL,NULL,No Payment Record
29493a8c-0310-4698-9bab-2bc9f3299ec2,6825,4/17/2025,294.200012207031,shipped,"4453 Foster Turnpike, South Thomasbury, IL 01270",NULL,NULL,NULL,NULL,NULL,No Payment Record
